date,cid,industry,amount
2012/9/1,國立政治大學,國文教學碩士在職專班,77
2012/9/1,國立政治大學,數學教學碩士在職專班,35
2012/9/1,國立政治大學,幼兒教育研究所,30
2012/9/1,國立政治大學,教育行政與政策研究所,44
2012/9/1,國立政治大學,學校行政碩士在職專班,87
2012/9/1,國立政治大學,台灣文學研究所,47
2012/9/1,國立政治大學,台灣文學研究所,10
2012/9/1,國立政治大學,中國文學系,385
2012/9/1,國立政治大學,中國文學系,82
2012/9/1,國立政治大學,中國文學系,59
2012/9/1,國立政治大學,英國語文學系,318
2012/9/1,國立政治大學,英國語文學系,56
2012/9/1,國立政治大學,英國語文學系英語教學碩士在職專班,42
2012/9/1,國立政治大學,英國語文學系,27
2012/9/1,國立政治大學,日本語文學系,174
2012/9/1,國立政治大學,日本語文學系,32
2012/9/1,國立政治大學,阿拉伯語文學系,179
2012/9/1,國立政治大學,韓國語文學系,172
2012/9/1,國立政治大學,韓國語文學系,5
2012/9/1,國立政治大學,土耳其語文學系,147
2012/9/1,國立政治大學,歐洲語文學系,313
2012/9/1,國立政治大學,歐洲語文學系--歐洲語言文化學程碩士在職專班,16
2012/9/1,國立政治大學,斯拉夫語文學系,231
2012/9/1,國立政治大學,斯拉夫語文學系,19
2012/9/1,國立政治大學,語言學研究所,41
2012/9/1,國立政治大學,語言學研究所,10
2012/9/1,國立政治大學,宗教研究所,34
2012/9/1,國立政治大學,宗教研究所,22
2012/9/1,國立政治大學,歷史學系,202
2012/9/1,國立政治大學,歷史學系,60
2012/9/1,國立政治大學,歷史學系,41
2012/9/1,國立政治大學,台灣史研究所,55
2012/9/1,國立政治大學,台灣史研究所,27
2012/9/1,國立政治大學,哲學系,188
2012/9/1,國立政治大學,哲學系,50
2012/9/1,國立政治大學,哲學系,34
2012/9/1,國立政治大學,經濟學系,411
2012/9/1,國立政治大學,經濟學系,48
2012/9/1,國立政治大學,經濟學系,28
2012/9/1,國立政治大學,政治學系,201
2012/9/1,國立政治大學,政治學系,60
2012/9/1,國立政治大學,政治學系,32
2012/9/1,國立政治大學,國家安全與大陸研究碩士在職專班,38
2012/9/1,國立政治大學,社會學系,218
2012/9/1,國立政治大學,社會學系,55
2012/9/1,國立政治大學,社會學系,19
2012/9/1,國立政治大學,民族學系,142
2012/9/1,國立政治大學,民族學系,40
2012/9/1,國立政治大學,民族學系,33
2012/9/1,國立政治大學,心理學系,207
2012/9/1,國立政治大學,心理學系,77
2012/9/1,國立政治大學,心理學系,23
2012/9/1,國立政治大學,輔導與諮商碩士學位學程,13
2012/9/1,國立政治大學,東亞研究所,66
2012/9/1,國立政治大學,東亞研究所,35
2012/9/1,國立政治大學,日本研究碩士學位學程,19
2012/9/1,國立政治大學,俄羅斯研究所,35
2012/9/1,國立政治大學,亞太研究英語碩士學位學程,103
2012/9/1,國立政治大學,亞太研究英語博士學位學程,47
2012/9/1,國立政治大學,公共行政學系,179
2012/9/1,國立政治大學,公共行政學系,113
2012/9/1,國立政治大學,公共行政學系,22
2012/9/1,國立政治大學,行政管理碩士學程,225
2012/9/1,國立政治大學,地政學系,566
2012/9/1,國立政治大學,地政學系,73
2012/9/1,國立政治大學,地政學系碩士在職專班,84
2012/9/1,國立政治大學,地政學系,26
2012/9/1,國立政治大學,外交學系,296
2012/9/1,國立政治大學,外交學系,96
2012/9/1,國立政治大學,外交學系戰略與國際事務碩士在職專班,65
2012/9/1,國立政治大學,外交學系,25
2012/9/1,國立政治大學,國際研究英語碩士學位學程,9
2012/9/1,國立政治大學,國家發展研究所,74
2012/9/1,國立政治大學,國家發展研究所,38
2012/9/1,國立政治大學,勞工研究所,84
2012/9/1,國立政治大學,傳播學院傳播學士學位學程,100
2012/9/1,國立政治大學,國際傳播英語碩士學位學程,58
2012/9/1,國立政治大學,新聞學系,368
2012/9/1,國立政治大學,新聞學系,93
2012/9/1,國立政治大學,新聞學系,29
2012/9/1,國立政治大學,廣播電視學系,201
2012/9/1,國立政治大學,廣播電視學系,63
2012/9/1,國立政治大學,圖書資訊學數位碩士在職專班,49
2012/9/1,國立政治大學,圖書資訊與檔案學研究所,32
2012/9/1,國立政治大學,圖書資訊與檔案學研究所,4
2012/9/1,國立政治大學,廣告學系,217
2012/9/1,國立政治大學,廣告學系,40
2012/9/1,國立政治大學,傳播學院碩士在職專班,60
2012/9/1,國立政治大學,智慧財產研究所,51
2012/9/1,國立政治大學,會計學系,440
2012/9/1,國立政治大學,會計學系,117
2012/9/1,國立政治大學,會計學系,18
2012/9/1,國立政治大學,企業管理學系,446
2012/9/1,國立政治大學,企業管理學系,147
2012/9/1,國立政治大學,企業管理學系,46
2012/9/1,國立政治大學,經營管理碩士學程,552
2012/9/1,國立政治大學,管理碩士學程,2
2012/9/1,國立政治大學,國際經營管理碩士學程,118
2012/9/1,國立政治大學,國際經營與貿易學系,348
2012/9/1,國立政治大學,國際經營與貿易學系,106
2012/9/1,國立政治大學,國際經營與貿易學系,9
2012/9/1,國立政治大學,財務管理學系,199
2012/9/1,國立政治大學,財務管理學系,67
2012/9/1,國立政治大學,財務管理學系,17
2012/9/1,國立政治大學,金融學系,257
2012/9/1,國立政治大學,金融學系,71
2012/9/1,國立政治大學,金融學系,40
2012/9/1,國立政治大學,風險管理與保險學系,210
2012/9/1,國立政治大學,風險管理與保險學系,72
2012/9/1,國立政治大學,風險管理與保險學系,22
2012/9/1,國立政治大學,財政學系,431
2012/9/1,國立政治大學,財政學系,63
2012/9/1,國立政治大學,財政學系,8
2012/9/1,國立政治大學,科技管理研究所,94
2012/9/1,國立政治大學,科技管理研究所,25
2012/9/1,國立政治大學,商管專業學院碩士學位學程,79
2012/9/1,國立政治大學,法律學系,866
2012/9/1,國立政治大學,法律學系,240
2012/9/1,國立政治大學,法律學系,47
2012/9/1,國立政治大學,法律科際整合研究所,69
2012/9/1,國立政治大學,法學院碩士在職專班,223
2012/9/1,國立政治大學,應用物理研究所,27
2012/9/1,國立政治大學,應用數學系,199
2012/9/1,國立政治大學,應用數學系,44
2012/9/1,國立政治大學,應用數學系,10
2012/9/1,國立政治大學,統計學系,202
2012/9/1,國立政治大學,統計學系,59
2012/9/1,國立政治大學,統計學系,12
2012/9/1,國立政治大學,資訊管理學系,331
2012/9/1,國立政治大學,資訊管理學系,75
2012/9/1,國立政治大學,資訊管理學系,47
2012/9/1,國立政治大學,數位內容碩士學位學程,38
2012/9/1,國立政治大學,資訊科學系,204
2012/9/1,國立政治大學,資訊科學系,97
2012/9/1,國立政治大學,資訊科學系碩士在職專班,83
2012/9/1,國立政治大學,資訊科學系,16
2012/9/1,國立政治大學,神經科學研究所,17
2012/9/1,國立政治大學,社會工作研究所,51
2012/9/1,國立清華大學,台灣文學研究所,33
2012/9/1,國立清華大學,台灣文學研究所,2
2012/9/1,國立清華大學,中國文學系,215
2012/9/1,國立清華大學,中國文學系,56
2012/9/1,國立清華大學,中國文學系,71
2012/9/1,國立清華大學,外國語文學系,241
2012/9/1,國立清華大學,外國語文學系,41
2012/9/1,國立清華大學,語言學研究所,53
2012/9/1,國立清華大學,語言學研究所,33
2012/9/1,國立清華大學,歷史研究所,68
2012/9/1,國立清華大學,歷史研究所,21
2012/9/1,國立清華大學,人類學研究所,38
2012/9/1,國立清華大學,人類學研究所,15
2012/9/1,國立清華大學,哲學研究所,27
2012/9/1,國立清華大學,人文社會學院學士班,298
2012/9/1,國立清華大學,經濟學系,484
2012/9/1,國立清華大學,經濟學系,49
2012/9/1,國立清華大學,經濟學系,16
2012/9/1,國立清華大學,社會學研究所,85
2012/9/1,國立清華大學,社會學研究所,17
2012/9/1,國立清華大學,台灣研究教師在職進修碩士學位班,34
2012/9/1,國立清華大學,學習科學研究所,30
2012/9/1,國立清華大學,經營管理碩士在職專班,80
2012/9/1,國立清華大學,國際專業管理碩士班,38
2012/9/1,國立清華大學,計量財務金融學系,226
2012/9/1,國立清華大學,計量財務金融學系,36
2012/9/1,國立清華大學,科技管理研究所,63
2012/9/1,國立清華大學,科技管理研究所,34
2012/9/1,國立清華大學,高階經營管理碩士在職專班,87
2012/9/1,國立清華大學,服務科學研究所,41
2012/9/1,國立清華大學,科技管理學院學士班,171
2012/9/1,國立清華大學,科技法律研究所,96
2012/9/1,國立清華大學,生命科學系,244
2012/9/1,國立清華大學,生物科技研究所,52
2012/9/1,國立清華大學,生物科技研究所,60
2012/9/1,國立清華大學,分子與細胞生物研究所,50
2012/9/1,國立清華大學,分子與細胞生物研究所,46
2012/9/1,國立清華大學,生物資訊與結構生物研究所,56
2012/9/1,國立清華大學,生物資訊與結構生物研究所,91
2012/9/1,國立清華大學,生命科學院學士班,100
2012/9/1,國立清華大學,系統神經科學研究所,9
2012/9/1,國立清華大學,化學系,276
2012/9/1,國立清華大學,化學系,181
2012/9/1,國立清華大學,化學系,201
2012/9/1,國立清華大學,物理學系,292
2012/9/1,國立清華大學,物理學系,122
2012/9/1,國立清華大學,物理學系,101
2012/9/1,國立清華大學,天文研究所,11
2012/9/1,國立清華大學,天文研究所,8
2012/9/1,國立清華大學,先進光源科技學位學程,16
2012/9/1,國立清華大學,先進光源科技學位學程,6
2012/9/1,國立清華大學,理學院學士班,128
2012/9/1,國立清華大學,數學系,245
2012/9/1,國立清華大學,數學系,56
2012/9/1,國立清華大學,數學系,22
2012/9/1,國立清華大學,統計學研究所,51
2012/9/1,國立清華大學,統計學研究所,15
2012/9/1,國立清華大學,資訊系統與應用研究所,100
2012/9/1,國立清華大學,資訊系統與應用研究所,28
2012/9/1,國立清華大學,電機工程學系,478
2012/9/1,國立清華大學,電機工程學系,340
2012/9/1,國立清華大學,電機工程學系,101
2012/9/1,國立清華大學,電子工程研究所,169
2012/9/1,國立清華大學,電子工程研究所,80
2012/9/1,國立清華大學,光電工程研究所,115
2012/9/1,國立清華大學,光電工程研究所,51
2012/9/1,國立清華大學,資訊工程學系,559
2012/9/1,國立清華大學,資訊工程學系,336
2012/9/1,國立清華大學,資訊工程學系,130
2012/9/1,國立清華大學,通訊工程研究所,125
2012/9/1,國立清華大學,通訊工程研究所,29
2012/9/1,國立清華大學,半導體元件及製程產業研發碩士專班,2
2012/9/1,國立清華大學,電機資訊學院學士班,93
2012/9/1,國立清華大學,動力機械工程學系,448
2012/9/1,國立清華大學,動力機械工程學系,251
2012/9/1,國立清華大學,動力機械工程學系,114
2012/9/1,國立清華大學,化學工程學系,216
2012/9/1,國立清華大學,化學工程學系,151
2012/9/1,國立清華大學,化學工程學系,121
2012/9/1,國立清華大學,材料科學工程學系,484
2012/9/1,國立清華大學,材料科學工程學系,245
2012/9/1,國立清華大學,材料科學工程學系,203
2012/9/1,國立清華大學,奈米工程與微系統研究所,47
2012/9/1,國立清華大學,奈米工程與微系統研究所,56
2012/9/1,國立清華大學,工業工程與工程管理學系,271
2012/9/1,國立清華大學,工業工程與工程管理學系,194
2012/9/1,國立清華大學,工業工程與工程管理學系碩士在職專班,90
2012/9/1,國立清華大學,工業工程與工程管理學系,68
2012/9/1,國立清華大學,生醫工程與環境科學系,193
2012/9/1,國立清華大學,生醫工程與環境科學系,94
2012/9/1,國立清華大學,生醫工程與環境科學系,78
2012/9/1,國立清華大學,生物醫學工程研究所,8
2012/9/1,國立清華大學,工程與系統科學系,419
2012/9/1,國立清華大學,工程與系統科學系,166
2012/9/1,國立清華大學,工程與系統科學系,108
2012/9/1,國立清華大學,核子工程與科學研究所,46
2012/9/1,國立清華大學,核子工程與科學研究所,35
2012/9/1,國立清華大學,原子科學院學士班,68
2012/9/1,國立清華大學,工學院學士班,94
2012/9/1,國立清華大學,分子醫學研究所,57
2012/9/1,國立清華大學,分子醫學研究所,67
2012/9/1,國立清華大學,醫學科學系,45
2012/9/1,國立清華大學,大一不分系,37
2012/9/1,國立臺灣大學,華語教學碩士學位學程,16
2012/9/1,國立臺灣大學,音樂學研究所,32
2012/9/1,國立臺灣大學,戲劇學系,156
2012/9/1,國立臺灣大學,戲劇學系,38
2012/9/1,國立臺灣大學,藝術史研究所,42
2012/9/1,國立臺灣大學,藝術史研究所,6
2012/9/1,國立臺灣大學,臺灣文學研究所,48
2012/9/1,國立臺灣大學,臺灣文學研究所,9
2012/9/1,國立臺灣大學,中國文學系,271
2012/9/1,國立臺灣大學,中國文學系國際學生學士班,67
2012/9/1,國立臺灣大學,中國文學系,8
2012/9/1,國立臺灣大學,中國文學系,100
2012/9/1,國立臺灣大學,中國文學系,63
2012/9/1,國立臺灣大學,外國語文學系,568
2012/9/1,國立臺灣大學,外國語文學系,7
2012/9/1,國立臺灣大學,外國語文學系,63
2012/9/1,國立臺灣大學,外國語文學系,32
2012/9/1,國立臺灣大學,日本語文學系,257
2012/9/1,國立臺灣大學,日本語文學系,55
2012/9/1,國立臺灣大學,翻譯碩士學位學程,6
2012/9/1,國立臺灣大學,語言學研究所,31
2012/9/1,國立臺灣大學,語言學研究所,13
2012/9/1,國立臺灣大學,歷史學系,269
2012/9/1,國立臺灣大學,歷史學系,5
2012/9/1,國立臺灣大學,歷史學系,86
2012/9/1,國立臺灣大學,歷史學系,49
2012/9/1,國立臺灣大學,人類學系,140
2012/9/1,國立臺灣大學,人類學系,37
2012/9/1,國立臺灣大學,人類學系,17
2012/9/1,國立臺灣大學,哲學系,184
2012/9/1,國立臺灣大學,哲學系,41
2012/9/1,國立臺灣大學,哲學系,36
2012/9/1,國立臺灣大學,經濟學系,616
2012/9/1,國立臺灣大學,經濟學系,102
2012/9/1,國立臺灣大學,經濟學系,77
2012/9/1,國立臺灣大學,經濟學系,39
2012/9/1,國立臺灣大學,政治學系公共行政組,255
2012/9/1,國立臺灣大學,政治學系政治理論組,247
2012/9/1,國立臺灣大學,政治學系國際關係組,299
2012/9/1,國立臺灣大學,政治學系,158
2012/9/1,國立臺灣大學,政治學系,84
2012/9/1,國立臺灣大學,政治學系,45
2012/9/1,國立臺灣大學,社會學系,219
2012/9/1,國立臺灣大學,社會學系,44
2012/9/1,國立臺灣大學,社會學系,16
2012/9/1,國立臺灣大學,心理學系,268
2012/9/1,國立臺灣大學,心理學系一般心理學組,76
2012/9/1,國立臺灣大學,心理學系臨床心理學組,48
2012/9/1,國立臺灣大學,心理學系一般心理學組,42
2012/9/1,國立臺灣大學,心理學系臨床心理學組,22
2012/9/1,國立臺灣大學,地理環境資源學系,169
2012/9/1,國立臺灣大學,地理環境資源學系,58
2012/9/1,國立臺灣大學,地理環境資源學系,7
2012/9/1,國立臺灣大學,地理環境資源學系,26
2012/9/1,國立臺灣大學,國家發展研究所,201
2012/9/1,國立臺灣大學,國家發展研究所,78
2012/9/1,國立臺灣大學,國家發展研究所,76
2012/9/1,國立臺灣大學,新聞研究所,100
2012/9/1,國立臺灣大學,圖書資訊學系,214
2012/9/1,國立臺灣大學,圖書資訊學系,81
2012/9/1,國立臺灣大學,圖書資訊學系,7
2012/9/1,國立臺灣大學,圖書資訊學系,20
2012/9/1,國立臺灣大學,商學研究所,138
2012/9/1,國立臺灣大學,商學研究所,31
2012/9/1,國立臺灣大學,會計學系,518
2012/9/1,國立臺灣大學,會計學系,110
2012/9/1,國立臺灣大學,會計學系,34
2012/9/1,國立臺灣大學,企業管理學系,2
2012/9/1,國立臺灣大學,工商管理學系企業管理組,312
2012/9/1,國立臺灣大學,工商管理學系科技管理組,181
2012/9/1,國立臺灣大學,國際企業學系,406
2012/9/1,國立臺灣大學,國際企業學系,145
2012/9/1,國立臺灣大學,國際企業學系,70
2012/9/1,國立臺灣大學,財務金融學系,511
2012/9/1,國立臺灣大學,財務金融學系,151
2012/9/1,國立臺灣大學,財務金融學系,31
2012/9/1,國立臺灣大學,管理學院企業管理碩士專班,121
2012/9/1,國立臺灣大學,管理學院財務金融組,67
2012/9/1,國立臺灣大學,管理學院高階公共管理組,3
2012/9/1,國立臺灣大學,管理學院商學組,116
2012/9/1,國立臺灣大學,管理學院國際企業管理組,113
2012/9/1,國立臺灣大學,管理學院會計與管理決策組,73
2012/9/1,國立臺灣大學,管理學院資訊管理組,67
2012/9/1,國立臺灣大學,臺大－復旦EMBA境外專班,138
2012/9/1,國立臺灣大學,法律學系司法組,244
2012/9/1,國立臺灣大學,法律學系法學組,264
2012/9/1,國立臺灣大學,法律學系財經法學組,252
2012/9/1,國立臺灣大學,法律學系,7
2012/9/1,國立臺灣大學,法律學系,511
2012/9/1,國立臺灣大學,法律學系,55
2012/9/1,國立臺灣大學,科際整合法律學研究所,157
2012/9/1,國立臺灣大學,生命科學系,310
2012/9/1,國立臺灣大學,動物學研究所,64
2012/9/1,國立臺灣大學,動物學研究所,52
2012/9/1,國立臺灣大學,植物科學研究所,72
2012/9/1,國立臺灣大學,植物科學研究所,59
2012/9/1,國立臺灣大學,昆蟲學系,121
2012/9/1,國立臺灣大學,昆蟲學系,36
2012/9/1,國立臺灣大學,昆蟲學系,2
2012/9/1,國立臺灣大學,昆蟲學系,14
2012/9/1,國立臺灣大學,生態學與演化生物學研究所,67
2012/9/1,國立臺灣大學,生態學與演化生物學研究所,35
2012/9/1,國立臺灣大學,生物科技研究所,57
2012/9/1,國立臺灣大學,生化科學研究所,47
2012/9/1,國立臺灣大學,生化科學研究所,95
2012/9/1,國立臺灣大學,生化科技學系,207
2012/9/1,國立臺灣大學,生化科技學系,108
2012/9/1,國立臺灣大學,生化科技學系,41
2012/9/1,國立臺灣大學,分子與細胞生物學研究所,53
2012/9/1,國立臺灣大學,分子與細胞生物學研究所,15
2012/9/1,國立臺灣大學,基因體與系統生物學學位學程,6
2012/9/1,國立臺灣大學,基因體與系統生物學學位學程,28
2012/9/1,國立臺灣大學,微生物學研究所寄生蟲學組,10
2012/9/1,國立臺灣大學,微生物學研究所微生物及免疫學組,67
2012/9/1,國立臺灣大學,微生物學研究所,51
2012/9/1,國立臺灣大學,生物化學暨分子生物學研究所,63
2012/9/1,國立臺灣大學,生物化學暨分子生物學研究所,38
2012/9/1,國立臺灣大學,化學系,294
2012/9/1,國立臺灣大學,化學系化學生物學組,32
2012/9/1,國立臺灣大學,化學系化學組,166
2012/9/1,國立臺灣大學,化學系化學生物學組,30
2012/9/1,國立臺灣大學,化學系化學組,174
2012/9/1,國立臺灣大學,地質科學系,176
2012/9/1,國立臺灣大學,地質科學系地質組,42
2012/9/1,國立臺灣大學,地質科學系應用地質組,37
2012/9/1,國立臺灣大學,地質科學系,57
2012/9/1,國立臺灣大學,物理學系,309
2012/9/1,國立臺灣大學,物理學系,172
2012/9/1,國立臺灣大學,物理學系,3
2012/9/1,國立臺灣大學,物理學系,148
2012/9/1,國立臺灣大學,應用物理學研究所,36
2012/9/1,國立臺灣大學,應用物理學研究所,19
2012/9/1,國立臺灣大學,大氣科學系,140
2012/9/1,國立臺灣大學,大氣科學系,40
2012/9/1,國立臺灣大學,大氣科學系,25
2012/9/1,國立臺灣大學,海洋研究所海洋化學組,22
2012/9/1,國立臺灣大學,海洋研究所海洋生物及漁業組,39
2012/9/1,國立臺灣大學,海洋研究所海洋地質及地球物理組,40
2012/9/1,國立臺灣大學,海洋研究所海洋物理組,14
2012/9/1,國立臺灣大學,海洋研究所,33
2012/9/1,國立臺灣大學,海洋研究所海洋物理組,1
2012/9/1,國立臺灣大學,天文物理研究所,16
2012/9/1,國立臺灣大學,天文物理研究所,12
2012/9/1,國立臺灣大學,數學系,242
2012/9/1,國立臺灣大學,數學系,75
2012/9/1,國立臺灣大學,數學系,26
2012/9/1,國立臺灣大學,資訊管理學系,209
2012/9/1,國立臺灣大學,資訊管理學系,103
2012/9/1,國立臺灣大學,資訊管理學系,40
2012/9/1,國立臺灣大學,資訊網路與多媒體研究所,103
2012/9/1,國立臺灣大學,資訊網路與多媒體研究所,56
2012/9/1,國立臺灣大學,電機工程學系,847
2012/9/1,國立臺灣大學,電機工程學系,181
2012/9/1,國立臺灣大學,電機工程學系,1
2012/9/1,國立臺灣大學,電機工程學系,170
2012/9/1,國立臺灣大學,電子工程學研究所,375
2012/9/1,國立臺灣大學,電子工程學研究所,6
2012/9/1,國立臺灣大學,電子工程學研究所,193
2012/9/1,國立臺灣大學,光電工程學研究所,217
2012/9/1,國立臺灣大學,光電工程學研究所,132
2012/9/1,國立臺灣大學,資訊工程學系,522
2012/9/1,國立臺灣大學,資訊工程學系,320
2012/9/1,國立臺灣大學,資訊工程學系,17
2012/9/1,國立臺灣大學,資訊工程學系,174
2012/9/1,國立臺灣大學,電信工程學研究所,257
2012/9/1,國立臺灣大學,電信工程學研究所,3
2012/9/1,國立臺灣大學,電信工程學研究所,129
2012/9/1,國立臺灣大學,機械工程學系,685
2012/9/1,國立臺灣大學,機械工程學系系統控制組,80
2012/9/1,國立臺灣大學,機械工程學系固體力學組,74
2012/9/1,國立臺灣大學,機械工程學系流體力學組,39
2012/9/1,國立臺灣大學,機械工程學系航空工程組,4
2012/9/1,國立臺灣大學,機械工程學系設計組,87
2012/9/1,國立臺灣大學,機械工程學系製造組,68
2012/9/1,國立臺灣大學,機械工程學系熱學組,43
2012/9/1,國立臺灣大學,機械工程學系,169
2012/9/1,國立臺灣大學,應用力學研究所,166
2012/9/1,國立臺灣大學,應用力學研究所,52
2012/9/1,國立臺灣大學,生物產業機電工程學系,194
2012/9/1,國立臺灣大學,生物產業機電工程學系,95
2012/9/1,國立臺灣大學,生物產業機電工程學系,29
2012/9/1,國立臺灣大學,土木工程學系,441
2012/9/1,國立臺灣大學,土木工程學系大地工程組,65
2012/9/1,國立臺灣大學,土木工程學系水利工程組,54
2012/9/1,國立臺灣大學,土木工程學系交通工程組,54
2012/9/1,國立臺灣大學,土木工程學系結構工程組,108
2012/9/1,國立臺灣大學,土木工程學系電腦輔助工程組,25
2012/9/1,國立臺灣大學,土木工程學系營建工程與管理組,39
2012/9/1,國立臺灣大學,土木工程學系營建工程與管理組,57
2012/9/1,國立臺灣大學,土木工程學系,170
2012/9/1,國立臺灣大學,生物環境系統工程學系,200
2012/9/1,國立臺灣大學,生物環境系統工程學系,84
2012/9/1,國立臺灣大學,生物環境系統工程學系,55
2012/9/1,國立臺灣大學,化學工程學系,514
2012/9/1,國立臺灣大學,化學工程學系,190
2012/9/1,國立臺灣大學,化學工程學系,103
2012/9/1,國立臺灣大學,高分子科學與工程學研究所,59
2012/9/1,國立臺灣大學,高分子科學與工程學研究所,59
2012/9/1,國立臺灣大學,材料科學與工程學系,211
2012/9/1,國立臺灣大學,材料科學與工程學系,126
2012/9/1,國立臺灣大學,材料科學與工程學系,100
2012/9/1,國立臺灣大學,工業工程學研究所,80
2012/9/1,國立臺灣大學,工業工程學研究所,30
2012/9/1,國立臺灣大學,工業工程學研究所,16
2012/9/1,國立臺灣大學,環境工程學研究所環境科學與工程組,79
2012/9/1,國立臺灣大學,環境工程學研究所環境規劃與管理組,27
2012/9/1,國立臺灣大學,環境工程學研究所環境規劃與管理組,10
2012/9/1,國立臺灣大學,環境工程學研究所,75
2012/9/1,國立臺灣大學,生醫電子與資訊學研究所,93
2012/9/1,國立臺灣大學,生醫電子與資訊學研究所,2
2012/9/1,國立臺灣大學,生醫電子與資訊學研究所,89
2012/9/1,國立臺灣大學,工程科學及海洋工程學系,202
2012/9/1,國立臺灣大學,工程科學及海洋工程學系,182
2012/9/1,國立臺灣大學,工程科學及海洋工程學系,80
2012/9/1,國立臺灣大學,醫學工程學研究所,110
2012/9/1,國立臺灣大學,醫學工程學研究所,131
2012/9/1,國立臺灣大學,建築與城鄉研究所,93
2012/9/1,國立臺灣大學,建築與城鄉研究所,46
2012/9/1,國立臺灣大學,農藝學系,170
2012/9/1,國立臺灣大學,農藝學系生物統計學組,18
2012/9/1,國立臺灣大學,農藝學系作物科學組,48
2012/9/1,國立臺灣大學,農藝學系生物統計學組,8
2012/9/1,國立臺灣大學,農藝學系作物科學組,26
2012/9/1,國立臺灣大學,動物科學技術學系,157
2012/9/1,國立臺灣大學,動物科學技術學系,55
2012/9/1,國立臺灣大學,動物科學技術學系,31
2012/9/1,國立臺灣大學,園藝暨景觀學系,206
2012/9/1,國立臺灣大學,園藝暨景觀學系景觀暨休憩組,40
2012/9/1,國立臺灣大學,園藝暨景觀學系園產品處理與利用組,34
2012/9/1,國立臺灣大學,園藝暨景觀學系園藝作物組,93
2012/9/1,國立臺灣大學,園藝暨景觀學系,59
2012/9/1,國立臺灣大學,植物病理與微生物學系,126
2012/9/1,國立臺灣大學,植物病理與微生物學系,52
2012/9/1,國立臺灣大學,植物病理與微生物學系,18
2012/9/1,國立臺灣大學,植物醫學碩士學位學程,20
2012/9/1,國立臺灣大學,農業經濟學系,199
2012/9/1,國立臺灣大學,農業經濟學系,82
2012/9/1,國立臺灣大學,農業經濟學系,56
2012/9/1,國立臺灣大學,農業經濟學系,19
2012/9/1,國立臺灣大學,生物產業傳播暨發展學系,244
2012/9/1,國立臺灣大學,生物產業傳播暨發展學系,26
2012/9/1,國立臺灣大學,生物產業傳播暨發展學系,23
2012/9/1,國立臺灣大學,食品科技研究所,89
2012/9/1,國立臺灣大學,食品科技研究所,42
2012/9/1,國立臺灣大學,農業化學系,187
2012/9/1,國立臺灣大學,農業化學系,60
2012/9/1,國立臺灣大學,農業化學系,21
2012/9/1,國立臺灣大學,森林環境暨資源學系,300
2012/9/1,國立臺灣大學,森林環境暨資源學系,155
2012/9/1,國立臺灣大學,森林環境暨資源學系,1
2012/9/1,國立臺灣大學,森林環境暨資源學系,22
2012/9/1,國立臺灣大學,漁業科學研究所,62
2012/9/1,國立臺灣大學,漁業科學研究所,21
2012/9/1,國立臺灣大學,獸醫學系,306
2012/9/1,國立臺灣大學,獸醫學系,46
2012/9/1,國立臺灣大學,獸醫學系,43
2012/9/1,國立臺灣大學,臨床動物醫學研究所,29
2012/9/1,國立臺灣大學,分子暨比較病理生物學研究所,19
2012/9/1,國立臺灣大學,醫學系,914
2012/9/1,國立臺灣大學,臨床醫學研究所,40
2012/9/1,國立臺灣大學,臨床醫學研究所,102
2012/9/1,國立臺灣大學,臨床醫學研究所外科醫學組,23
2012/9/1,國立臺灣大學,分子醫學研究所,28
2012/9/1,國立臺灣大學,分子醫學研究所,29
2012/9/1,國立臺灣大學,分子醫學研究所,29
2012/9/1,國立臺灣大學,免疫學研究所,27
2012/9/1,國立臺灣大學,免疫學研究所,23
2012/9/1,國立臺灣大學,生理學研究所,43
2012/9/1,國立臺灣大學,生理學研究所,22
2012/9/1,國立臺灣大學,病理學研究所,13
2012/9/1,國立臺灣大學,病理學研究所,15
2012/9/1,國立臺灣大學,解剖學暨細胞生物學研究所,31
2012/9/1,國立臺灣大學,解剖學暨細胞生物學研究所,33
2012/9/1,國立臺灣大學,腫瘤醫學研究所,14
2012/9/1,國立臺灣大學,轉譯醫學博士學位學程,6
2012/9/1,國立臺灣大學,基因體暨蛋白體醫學研究所,8
2012/9/1,國立臺灣大學,公共衛生學系,170
2012/9/1,國立臺灣大學,公共衛生碩士學位學程,86
2012/9/1,國立臺灣大學,職業醫學與工業衛生研究所,42
2012/9/1,國立臺灣大學,職業醫學與工業衛生研究所,37
2012/9/1,國立臺灣大學,環境衛生研究所,39
2012/9/1,國立臺灣大學,環境衛生研究所,9
2012/9/1,國立臺灣大學,流行病學與預防醫學研究所,75
2012/9/1,國立臺灣大學,流行病學與預防醫學研究所,11
2012/9/1,國立臺灣大學,流行病學與預防醫學研究所,100
2012/9/1,國立臺灣大學,健康政策與管理研究所,81
2012/9/1,國立臺灣大學,健康政策與管理研究所,11
2012/9/1,國立臺灣大學,健康政策與管理研究所,70
2012/9/1,國立臺灣大學,藥學系,248
2012/9/1,國立臺灣大學,藥學系,56
2012/9/1,國立臺灣大學,藥學系,25
2012/9/1,國立臺灣大學,藥學系分子醫藥組,4
2012/9/1,國立臺灣大學,藥學系藥物科技組,7
2012/9/1,國立臺灣大學,藥理學研究所,38
2012/9/1,國立臺灣大學,藥理學研究所,37
