date,cid,industry,amount
2013/9/1,元智大學,化學工程與材料科學學系碩士班,62
2013/9/1,元智大學,化學工程與材料科學學系博士班,26
2013/9/1,元智大學,工業工程與管理學系學士班,482
2013/9/1,元智大學,工業工程與管理學系碩士班,101
2013/9/1,元智大學,工業工程與管理學系碩士班,118
2013/9/1,元智大學,工業工程與管理學系博士班,44
2013/9/1,元智大學,先進能源碩士學位學程,12
2013/9/1,中華大學,外國語文學系,395
2013/9/1,中華大學,應用日語學系,355
2013/9/1,中華大學,創新設計與管理學士學位學程,124
2013/9/1,中華大學,工業產品設計學系,124
2013/9/1,中華大學,建築與設計學院進修學士班,43
2013/9/1,中華大學,行政管理學系,227
2013/9/1,中華大學,行政管理學系碩士班,37
2013/9/1,中華大學,行政管理學系碩士在職專班,29
2013/9/1,中華大學,企業管理學系,413
2013/9/1,中華大學,企業管理學系二年制在職專班,51
2013/9/1,中華大學,企業管理學系碩士班,74
2013/9/1,中華大學,企業管理學系碩士在職專班,55
2013/9/1,中華大學,國際企業學系,226
2013/9/1,中華大學,國際經營管理碩士學位學程,9
2013/9/1,中華大學,財務管理學系,304
2013/9/1,中華大學,國際金融管理學士學位學程,129
2013/9/1,中華大學,科技管理學系,215
2013/9/1,中華大學,科技管理學系二年制在職專班,69
2013/9/1,中華大學,科技管理學系碩士班,75
2013/9/1,中華大學,科技管理學系碩士在職專班,47
2013/9/1,中華大學,科技管理博士學位學程,89
2013/9/1,中華大學,工業管理學系,208
2013/9/1,中華大學,工業管理學系二年制在職專班,51
2013/9/1,中華大學,工業管理學系碩士班,63
2013/9/1,中華大學,營建管理學系,170
2013/9/1,中華大學,營建管理學系碩士班,19
2013/9/1,中華大學,營建管理學系碩士在職專班,29
2013/9/1,中華大學,管理學院進修學士班,107
2013/9/1,中華大學,生物資訊學系,171
2013/9/1,中華大學,生物資訊學系碩士班,19
2013/9/1,中華大學,應用統計學系,78
2013/9/1,中華大學,應用統計學系碩士班,5
2013/9/1,中華大學,資訊管理學系,437
2013/9/1,中華大學,資訊管理學系進修學士班,73
2013/9/1,中華大學,資訊管理學系碩士班,45
2013/9/1,中華大學,資訊管理學系碩士在職專班,29
2013/9/1,中華大學,電機工程學系,407
2013/9/1,中華大學,電機工程學系碩士班,88
2013/9/1,中華大學,電機工程學系碩士在職專班,41
2013/9/1,中華大學,電子工程學系,147
2013/9/1,中華大學,資訊工程學系,397
2013/9/1,中華大學,資訊工程學系碩士班,107
2013/9/1,中華大學,資訊工程學系碩士在職專班,26
2013/9/1,中華大學,資訊學士學位學程,18
2013/9/1,中華大學,通訊工程學系,116
2013/9/1,中華大學,機械工程學系,165
2013/9/1,中華大學,機械工程學系碩士班,44
2013/9/1,中華大學,機械工程學系碩士在職專班,18
2013/9/1,中華大學,光機電與材料學士學位學程,144
2013/9/1,中華大學,土木工程學系,161
2013/9/1,中華大學,土木工程學系碩士班,34
2013/9/1,中華大學,土木工程學系碩士在職專班,10
2013/9/1,中華大學,土木工程學系博士班,30
2013/9/1,中華大學,工程科學博士學位學程,16
2013/9/1,中華大學,建築與都市計畫學系,439
2013/9/1,中華大學,建築與都市計畫學系碩士班,21
2013/9/1,中華大學,景觀建築學系,208
2013/9/1,中華大學,景觀建築學系碩士班,23
2013/9/1,中華大學,餐旅管理學系,462
2013/9/1,中華大學,休閒遊憩規劃與管理學系,402
2013/9/1,中華大學,觀光與會展學系,42
2013/9/1,中華大學,觀光與會議展覽學士學位學程,173
2013/9/1,中華大學,運輸科技與物流管理學系,235
2013/9/1,中華大學,運輸科技與物流管理學系碩士班,28
2013/9/1,大葉大學,教育專業發展研究所碩士班,35
2013/9/1,大葉大學,教育專業發展研究所碩士在職專班,55
2013/9/1,大葉大學,造形藝術學系,427
2013/9/1,大葉大學,造形藝術學系,63
2013/9/1,大葉大學,應用外語研究所碩士班,25
2013/9/1,大葉大學,英美語文學系,237
2013/9/1,大葉大學,應用日語學系,443
2013/9/1,大葉大學,應用日語學系,53
2013/9/1,大葉大學,歐洲語文學系,161
2013/9/1,大葉大學,文創產業國際人才學士學位學程,28
2013/9/1,大葉大學,視覺傳達設計學系,481
2013/9/1,大葉大學,視覺傳達設計學系,75
2013/9/1,大葉大學,工業設計學系,447
2013/9/1,大葉大學,空間設計學系室內暨景觀設計組,173
2013/9/1,大葉大學,空間設計學系建築組,213
2013/9/1,大葉大學,空間設計學系,80
2013/9/1,大葉大學,設計暨藝術學院碩士班工業設計組,26
2013/9/1,大葉大學,設計暨藝術學院碩士班文化產業組,13
2013/9/1,大葉大學,設計暨藝術學院碩士班空間設計組,10
2013/9/1,大葉大學,設計暨藝術學院碩士班造形藝術組,47
2013/9/1,大葉大學,設計暨藝術學院碩士班視覺傳達組,18
2013/9/1,大葉大學,設計暨藝術碩士學位班,1
2013/9/1,大葉大學,設計暨藝術學院碩士在職專班,98
2013/9/1,大葉大學,歐洲文化與旅遊學士學位學程,31
2013/9/1,大葉大學,傳播藝術學士學位學程,31
2013/9/1,大葉大學,會計資訊學系,178
2013/9/1,大葉大學,會計資訊學系碩士班,15
2013/9/1,大葉大學,企業管理學系,383
2013/9/1,大葉大學,企業管理學系,114
2013/9/1,大葉大學,企業管理學系碩士班,66
2013/9/1,大葉大學,國際企業管理學系,299
2013/9/1,大葉大學,國際企業管理學系,48
2013/9/1,大葉大學,國際企業管理學系碩士班,54
2013/9/1,大葉大學,財務金融學系,245
2013/9/1,大葉大學,財務金融學系,45
2013/9/1,大葉大學,行銷與流通管理學系,2
2013/9/1,大葉大學,人力資源暨公共關係學系,187
2013/9/1,大葉大學,人力資源暨公共關係學系碩士班,24
2013/9/1,大葉大學,管理學院碩士在職專班,542
2013/9/1,大葉大學,管理學院博士班,64
2013/9/1,大葉大學,生物科技碩士在職學位學程,24
2013/9/1,大葉大學,生物科技博士學位學程,17
2013/9/1,大葉大學,生物產業科技學系,378
2013/9/1,大葉大學,生物產業科技學系,39
2013/9/1,大葉大學,生物產業科技學系碩士班,39
2013/9/1,大葉大學,生物產業科技學系碩士在職專班,1
2013/9/1,大葉大學,生物產業科技學系博士班,29
2013/9/1,大葉大學,生物資源學系,208
2013/9/1,大葉大學,生物資源學系碩士班,6
2013/9/1,大葉大學,分子生物科技學系,206
2013/9/1,大葉大學,分子生物科技學系碩士班,16
2013/9/1,大葉大學,食品生技產業碩士專班,4
2013/9/1,大葉大學,資訊管理學系,224
2013/9/1,大葉大學,資訊管理學系,27
2013/9/1,大葉大學,資訊管理學系碩士班,34
2013/9/1,大葉大學,多媒體數位內容學位學程,139
2013/9/1,大葉大學,多媒體數位內容學位學程,5
2013/9/1,大葉大學,電機工程學系,391
2013/9/1,大葉大學,電機工程學系,58
2013/9/1,大葉大學,電機工程學系碩士班,61
2013/9/1,大葉大學,電機工程學系博士班,22
2013/9/1,大葉大學,資訊工程學系,299
2013/9/1,大葉大學,資訊工程學系碩士班,37
2013/9/1,大葉大學,資訊工程學系碩士在職專班,2
2013/9/1,大葉大學,機械與自動化工程學系,406
2013/9/1,大葉大學,機械與自動化工程學系,88
2013/9/1,大葉大學,機械與自動化工程學系碩士班,70
2013/9/1,大葉大學,機械與自動化工程學系博士班,10
2013/9/1,大葉大學,工具機產業碩士學位學程,5
2013/9/1,大葉大學,材料科學與工程學系,200
2013/9/1,大葉大學,工業工程與管理學系,166
2013/9/1,大葉大學,工業工程與管理學系,15
2013/9/1,大葉大學,工業工程與管理學系碩士班,56
2013/9/1,大葉大學,工業工程與管理學系碩士在職專班,17
2013/9/1,大葉大學,環境工程學系,202
2013/9/1,大葉大學,環境工程學系,3
2013/9/1,大葉大學,環境工程學系碩士班,50
2013/9/1,大葉大學,環境工程學系碩士在職專班,25
2013/9/1,大葉大學,環境工程學系博士班,18
2013/9/1,大葉大學,醫療器材設計與材料學士學位學程,31
2013/9/1,大葉大學,工學院碩士在職專班,25
2013/9/1,大葉大學,藥用植物與保健學系,289
2013/9/1,大葉大學,藥用植物與保健學系碩士班,13
2013/9/1,大葉大學,餐旅管理學士學位學程,108
2013/9/1,大葉大學,餐旅管理學士學位學程進修學士班,102
2013/9/1,大葉大學,觀光旅遊學士學位學程,88
2013/9/1,大葉大學,觀光旅遊學士學位學程進修學士班,46
2013/9/1,大葉大學,休閒事業管理學系,402
2013/9/1,大葉大學,休閒事業管理學系,125
2013/9/1,大葉大學,休閒事業管理學系碩士班,47
2013/9/1,大葉大學,休閒事業管理學系碩士在職專班,36
2013/9/1,大葉大學,運動事業管理學系,223
2013/9/1,大葉大學,運動事業管理學系碩士班,72
2013/9/1,大葉大學,運動事業管理學系碩士在職專班,35
2013/9/1,華梵大學,美術與文創學系,134
2013/9/1,華梵大學,美術與文創學系文創設計組,66
2013/9/1,華梵大學,美術與文創學系美術創作組,57
2013/9/1,華梵大學,美術與文創學系學系碩士班,45
2013/9/1,華梵大學,中國文學系,177
2013/9/1,華梵大學,中國文學系碩士班,37
2013/9/1,華梵大學,外國語文學系,345
2013/9/1,華梵大學,外國語文學系碩士班,15
2013/9/1,華梵大學,佛教學系,44
2013/9/1,華梵大學,哲學系,115
2013/9/1,華梵大學,哲學系碩士班,22
2013/9/1,華梵大學,哲學系碩士在職專班,83
2013/9/1,華梵大學,工業設計學系,210
2013/9/1,華梵大學,工業設計學系交通工具設計組,51
2013/9/1,華梵大學,工業設計學系產品設計組,171
2013/9/1,華梵大學,工業設計學系碩士班,17
2013/9/1,華梵大學,工業設計學系碩士在職專班,38
2013/9/1,華梵大學,東方人文思想研究所碩士班,39
2013/9/1,華梵大學,東方人文思想研究所碩士在職專班,78
2013/9/1,華梵大學,東方人文思想研究所博士班,32
2013/9/1,華梵大學,資訊管理學系,308
2013/9/1,華梵大學,資訊管理學系碩士班,25
2013/9/1,華梵大學,資訊管理學系資訊管理組碩士在職專班,57
2013/9/1,華梵大學,資訊管理學系資通安全組碩士在職專班,20
2013/9/1,華梵大學,電子工程學系,201
2013/9/1,華梵大學,電子工程學系碩士班,47
2013/9/1,華梵大學,機電工程學系,186
2013/9/1,華梵大學,機電工程學系碩士班,44
2013/9/1,華梵大學,機電工程學系碩士在職專班,19
2013/9/1,華梵大學,機電工程學系博士班,16
2013/9/1,華梵大學,工業工程與經營資訊學系,326
2013/9/1,華梵大學,工業工程與經營資訊學系碩士班,25
2013/9/1,華梵大學,工業工程與經營資訊學系碩士在職專班,49
2013/9/1,華梵大學,建築學系,188
2013/9/1,華梵大學,建築學系碩士班,15
2013/9/1,華梵大學,建築學系碩士在職專班,72
2013/9/1,華梵大學,環境與防災設計學系環境防災組,130
2013/9/1,華梵大學,環境與防災設計學系環境設計組,121
2013/9/1,華梵大學,環境與防災設計學系碩士班,10
2013/9/1,義守大學,電影與電視學系,162
2013/9/1,義守大學,應用英語學系,465
2013/9/1,義守大學,應用英語學系,125
2013/9/1,義守大學,應用英語學系,17
2013/9/1,義守大學,應用日語學系,292
2013/9/1,義守大學,應用日語學系,191
2013/9/1,義守大學,應用日語學系,25
2013/9/1,義守大學,傳播與設計學院原住民專班,77
2013/9/1,義守大學,傳播與設計學院進修學士班,71
2013/9/1,義守大學,數位多媒體設計學系,157
2013/9/1,義守大學,創意商品設計學系,166
2013/9/1,義守大學,廚具設計與經營管理產業碩士專班,11
2013/9/1,義守大學,公共政策與管理學系,217
2013/9/1,義守大學,公共政策與管理學系,22
2013/9/1,義守大學,大眾傳播學系,359
2013/9/1,義守大學,大眾傳播學系,205
2013/9/1,義守大學,會計學系,236
2013/9/1,義守大學,企業管理學系,508
2013/9/1,義守大學,企業管理學系,169
2013/9/1,義守大學,企業管理學系,21
2013/9/1,義守大學,企業管理學系,179
2013/9/1,義守大學,管理學院管理碩士班,56
2013/9/1,義守大學,管理學院管理碩專班,192
2013/9/1,義守大學,管理研究所,1
2013/9/1,義守大學,管理學院管理博士班,23
2013/9/1,義守大學,國際企業經營學系,212
2013/9/1,義守大學,國際商務學系,427
2013/9/1,義守大學,財務金融學系,513
2013/9/1,義守大學,財務金融學系,81
2013/9/1,義守大學,財務金融學系,13
2013/9/1,義守大學,財務金融學系,20
2013/9/1,義守大學,國際財務金融學系,134
2013/9/1,義守大學,醫務管理學系,418
2013/9/1,義守大學,醫務管理學系,24
2013/9/1,義守大學,醫務管理學系,49
2013/9/1,義守大學,工業管理學系,357
2013/9/1,義守大學,工業管理學系,67
2013/9/1,義守大學,工業管理學系,29
2013/9/1,義守大學,工業管理學系,41
2013/9/1,義守大學,工業管理學系,15
2013/9/1,義守大學,管理學院進修學士班,103
2013/9/1,義守大學,生物科技學系,229
2013/9/1,義守大學,生物科技學系,12
2013/9/1,義守大學,生物技術與化學工程研究所,44
2013/9/1,義守大學,生物技術與化學工程研究所,17
2013/9/1,義守大學,生物技術與化學工程研究所,12
2013/9/1,義守大學,應用數學系,181
2013/9/1,義守大學,資訊管理學系,417
2013/9/1,義守大學,資訊管理學系,110
2013/9/1,義守大學,資訊管理學系,19
2013/9/1,義守大學,資訊管理學系,61
2013/9/1,義守大學,電機工程學系,614
2013/9/1,義守大學,電機工程學系,88
2013/9/1,義守大學,電機工程學系,58
2013/9/1,義守大學,電機工程學系,19
2013/9/1,義守大學,電機工程學系,25
2013/9/1,義守大學,電子工程學系,351
2013/9/1,義守大學,電子工程學系,64
2013/9/1,義守大學,電子工程學系,2
2013/9/1,義守大學,電子工程學系,10
2013/9/1,義守大學,資訊工程學系,553
2013/9/1,義守大學,資訊工程學系,79
2013/9/1,義守大學,資訊工程學系,75
2013/9/1,義守大學,資訊工程學系,32
2013/9/1,義守大學,資訊工程學系,42
2013/9/1,義守大學,通訊工程學系,175
2013/9/1,義守大學,光電製程產業碩士專班,5
2013/9/1,義守大學,機械與自動化工程學系,390
2013/9/1,義守大學,機械與自動化工程學系,119
2013/9/1,義守大學,機械與自動化工程學系,23
2013/9/1,義守大學,機械與自動化工程學系,11
2013/9/1,義守大學,土木與生態工程學系,355
2013/9/1,義守大學,土木與生態工程學系,35
2013/9/1,義守大學,化學工程學系,374
2013/9/1,義守大學,材料科學與工程學系,378
2013/9/1,義守大學,材料科學與工程學系,51
2013/9/1,義守大學,材料科學與工程學系,2
2013/9/1,義守大學,材料科學與工程學系,7
2013/9/1,義守大學,生物醫學工程學系,388
2013/9/1,義守大學,生物醫學工程學系,21
2013/9/1,義守大學,學士後醫學系外國學生專班,34
2013/9/1,義守大學,學士後中醫學系,181
2013/9/1,義守大學,健康管理學系,218
2013/9/1,義守大學,健康管理學系,158
2013/9/1,義守大學,物理治療學系,258
2013/9/1,義守大學,職能治療學系,250
2013/9/1,義守大學,營養學系,250
2013/9/1,義守大學,護理學系,499
2013/9/1,義守大學,護理學系原住民專班,42
2013/9/1,義守大學,護理學系,260
2013/9/1,義守大學,醫學影像暨放射科學系,226
2013/9/1,義守大學,醫學影像暨放射科學系,31
2013/9/1,義守大學,餐旅管理學系,364
2013/9/1,義守大學,餐旅管理學系,280
2013/9/1,義守大學,廚藝學系,183
2013/9/1,義守大學,廚藝學系,94
2013/9/1,義守大學,觀光學系,278
2013/9/1,義守大學,觀光學系,130
2013/9/1,義守大學,國際觀光餐旅學系,196
2013/9/1,義守大學,休閒事業管理學系,265
2013/9/1,義守大學,休閒事業管理學系,172
2013/9/1,義守大學,娛樂事業管理學系,89
2013/9/1,義守大學,觀光餐旅學院原住民專班,77
2013/9/1,世新大學,中國文學系,208
2013/9/1,世新大學,中國文學系,20
2013/9/1,世新大學,中國文學系,28
2013/9/1,世新大學,英語學系,375
2013/9/1,世新大學,英語學系,5
2013/9/1,世新大學,日本語文學系,238
2013/9/1,世新大學,數位多媒體設計學系,530
2013/9/1,世新大學,數位多媒體設計學系,8
2013/9/1,世新大學,經濟學系,390
2013/9/1,世新大學,經濟學系,15
2013/9/1,世新大學,經濟學系,21
2013/9/1,世新大學,社會發展研究所,38
2013/9/1,世新大學,社會發展研究所,19
2013/9/1,世新大學,性別研究所,36
2013/9/1,世新大學,社會心理學系,425
2013/9/1,世新大學,社會心理學系,32
2013/9/1,世新大學,行政管理學系,417
2013/9/1,世新大學,行政管理學系,21
2013/9/1,世新大學,行政管理學系,22
2013/9/1,世新大學,行政管理學系,76
2013/9/1,世新大學,行政管理學系,11
2013/9/1,世新大學,國際廉能治理碩士在職學位學程(IMIG),14
2013/9/1,世新大學,傳播博士學位學程,34
2013/9/1,世新大學,資訊傳播學系,236
2013/9/1,世新大學,資訊傳播學系,26
2013/9/1,世新大學,資訊傳播學系--數位內容產業碩士專班(春),29
2013/9/1,世新大學,資訊傳播學系--數位內容產業碩士專班(秋),16
2013/9/1,世新大學,資訊傳播學系,32
2013/9/1,世新大學,口語傳播學系,525
2013/9/1,世新大學,口語傳播學系,33
2013/9/1,世新大學,口語傳播學系,13
2013/9/1,世新大學,傳播匯流與創新管理數位學習碩士在職專班,33
2013/9/1,世新大學,新聞學系,738
2013/9/1,世新大學,新聞學系,46
2013/9/1,世新大學,新聞學系,31
2013/9/1,世新大學,廣播電視電影學系,1112
2013/9/1,世新大學,廣播電視電影學系,39
2013/9/1,世新大學,廣播電視電影學系,70
2013/9/1,世新大學,廣播電視電影學系,35
2013/9/1,世新大學,公共關係暨廣告學系,724
2013/9/1,世新大學,公共關係暨廣告學系,40
2013/9/1,世新大學,公共關係暨廣告學系,37
2013/9/1,世新大學,公共關係暨廣告學系,70
2013/9/1,世新大學,圖文傳播暨數位出版學系,458
2013/9/1,世新大學,圖文傳播暨數位出版學系,30
2013/9/1,世新大學,圖文傳播暨數位出版學系,29
2013/9/1,世新大學,說服傳播國際碩士學位學程,4
2013/9/1,世新大學,企業管理學系,218
2013/9/1,世新大學,企業管理學系,32
2013/9/1,世新大學,企業管理學系,30
2013/9/1,世新大學,企業管理學系,114
2013/9/1,世新大學,企業管理學系(境外專班-上海),41
2013/9/1,世新大學,財務金融學系,408
2013/9/1,世新大學,財務金融學系,20
2013/9/1,世新大學,財務金融學系,29
2013/9/1,世新大學,財務金融學系,65
2013/9/1,世新大學,傳播管理學系,682
2013/9/1,世新大學,傳播管理學系,25
2013/9/1,世新大學,傳播管理學系,45
2013/9/1,世新大學,傳播管理學系(境外專班-上海),67
2013/9/1,世新大學,法律學系,437
2013/9/1,世新大學,法律學系,76
2013/9/1,世新大學,法律學系,124
2013/9/1,世新大學,智慧財產權法律研究所,29
2013/9/1,世新大學,智慧財產權法律研究所,16
2013/9/1,世新大學,資訊管理學系,946
2013/9/1,世新大學,資訊管理學系,58
2013/9/1,世新大學,資訊管理學系--資訊軟體產業碩士專班(春),32
2013/9/1,世新大學,資訊管理學系--資訊軟體產業碩士專班(秋),19
2013/9/1,世新大學,資訊管理學系,86
2013/9/1,世新大學,觀光學系,611
2013/9/1,世新大學,觀光學系,46
2013/9/1,世新大學,觀光學系,29
2013/9/1,世新大學,觀光學系,112
2013/9/1,銘傳大學,教育研究所--桃園,15
2013/9/1,銘傳大學,教育研究所--台北,56
2013/9/1,銘傳大學,教育研究所--金門,14
2013/9/1,銘傳大學,教育研究所--桃園,66
2013/9/1,銘傳大學,華語文教學學系,462
2013/9/1,銘傳大學,華語文教學碩士學位學程,2
2013/9/1,銘傳大學,應用中國文學系,482
2013/9/1,銘傳大學,應用中國文學系,20
2013/9/1,銘傳大學,應用中國文學系--桃園,31
2013/9/1,銘傳大學,應用中國文學系,19
2013/9/1,銘傳大學,應用英語學系,941
2013/9/1,銘傳大學,應用英語學系,33
2013/9/1,銘傳大學,應用英語學系--金門,2
2013/9/1,銘傳大學,應用英語學系--桃園,73
2013/9/1,銘傳大學,應用日語學系,537
2013/9/1,銘傳大學,應用日語學系,13
2013/9/1,銘傳大學,應用日語學系,28
2013/9/1,銘傳大學,專業英文學位學程,1
2013/9/1,銘傳大學,數位媒體設計學系,554
2013/9/1,銘傳大學,數位媒體設計學系,16
2013/9/1,銘傳大學,商業設計學系,516
2013/9/1,銘傳大學,商業設計學系,34
2013/9/1,銘傳大學,商品設計學系,512
2013/9/1,銘傳大學,商品設計學系,30
2013/9/1,銘傳大學,商品設計學系,37
2013/9/1,銘傳大學,經濟學系,505
2013/9/1,銘傳大學,經濟學系,8
2013/9/1,銘傳大學,經濟學系,13
2013/9/1,銘傳大學,諮商與工商心理學系,266
2013/9/1,銘傳大學,諮商與工商心理學系,31
2013/9/1,銘傳大學,諮商與工商心理學系,21
2013/9/1,銘傳大學,公共事務學系,250
2013/9/1,銘傳大學,公共事務學系,11
2013/9/1,銘傳大學,公共事務學系--台北,54
2013/9/1,銘傳大學,公共事務學系--兩岸關係與安全管理碩專班--台北,50
2013/9/1,銘傳大學,公共事務學系--兩岸關係與安全管理碩專班--金門,3
2013/9/1,銘傳大學,公共事務學系--金門,1
2013/9/1,銘傳大學,公共事務學系--連江,18
2013/9/1,銘傳大學,國際事務與外交學士學位學程,30
2013/9/1,銘傳大學,資訊傳播工程學系,438
2013/9/1,銘傳大學,資訊傳播工程學系,31
2013/9/1,銘傳大學,新聞學系,119
2013/9/1,銘傳大學,新聞與大眾傳播學位學程,129
2013/9/1,銘傳大學,廣播電視學系,139
2013/9/1,銘傳大學,廣告學系,144
2013/9/1,銘傳大學,傳播學院(不分系),532
2013/9/1,銘傳大學,會計學系,858
2013/9/1,銘傳大學,會計學系,26
2013/9/1,銘傳大學,會計學系,13
2013/9/1,銘傳大學,企業管理學系,898
2013/9/1,銘傳大學,企業管理學系,99
2013/9/1,銘傳大學,企業管理學系,52
2013/9/1,銘傳大學,企業管理學系,43
2013/9/1,銘傳大學,國際企業學系,891
2013/9/1,銘傳大學,國際企業學系,40
2013/9/1,銘傳大學,國際企業學系,54
2013/9/1,銘傳大學,國際企業與貿易學士學位學程,323
2013/9/1,銘傳大學,財務金融學系,1018
2013/9/1,銘傳大學,財務金融學系,44
2013/9/1,銘傳大學,財務金融學系,96
2013/9/1,銘傳大學,風險管理與保險學系,637
2013/9/1,銘傳大學,風險管理與保險學系,18
2013/9/1,銘傳大學,風險管理與保險學系,39
2013/9/1,銘傳大學,醫療資訊與管理學系,235
2013/9/1,銘傳大學,傳播管理學系,130
2013/9/1,銘傳大學,傳播管理學系,58
2013/9/1,銘傳大學,傳播管理學系,27
2013/9/1,銘傳大學,高階經理碩士學程(班),35
2013/9/1,銘傳大學,社會與安全管理學系,437
2013/9/1,銘傳大學,社會與安全管理學系國際事務與安全管理碩士班,26
2013/9/1,銘傳大學,法律學系,441
2013/9/1,銘傳大學,法律學系,59
2013/9/1,銘傳大學,財金法律學系,211
2013/9/1,銘傳大學,生物科技學系,489
2013/9/1,銘傳大學,生物科技學系,17
2013/9/1,銘傳大學,應用統計資訊學系,452
2013/9/1,銘傳大學,應用統計資訊學系,17
2013/9/1,銘傳大學,資訊管理學系,688
2013/9/1,銘傳大學,資訊管理學系,36
2013/9/1,銘傳大學,資訊管理學系,53
2013/9/1,銘傳大學,資訊科技應用學位學程,73
2013/9/1,銘傳大學,電子工程學系,414
2013/9/1,銘傳大學,電子工程學系,16
2013/9/1,銘傳大學,資訊工程學系,429
2013/9/1,銘傳大學,資訊工程學系,38
2013/9/1,銘傳大學,電腦與通訊工程學系,414
2013/9/1,銘傳大學,電腦與通訊工程學系,16
2013/9/1,銘傳大學,資訊網路系統產業研發碩士專班,15
2013/9/1,銘傳大學,生物醫學工程學系,245
2013/9/1,銘傳大學,建築學系,275
2013/9/1,銘傳大學,建築學系,13
2013/9/1,銘傳大學,都市規劃與防災學系,237
2013/9/1,銘傳大學,都市規劃與防災學系,24
2013/9/1,銘傳大學,餐旅管理學系,131
2013/9/1,銘傳大學,觀光事業學系,131
2013/9/1,銘傳大學,觀光事業學系,24
2013/9/1,銘傳大學,觀光事業學系--台北,64
2013/9/1,銘傳大學,觀光事業學系--金門,23
2013/9/1,銘傳大學,觀光事業學系--連江,3
2013/9/1,銘傳大學,休閒遊憩管理學系,130
2013/9/1,銘傳大學,旅遊與觀光學位學程,106
2013/9/1,銘傳大學,觀光學院(不分系),404
2013/9/1,實踐大學,音樂學系,180
2013/9/1,實踐大學,音樂學系碩士班,28
2013/9/1,實踐大學,學士後音樂相關產業暨樂器維修學士學位學程,17
2013/9/1,實踐大學,應用中文學系,170
2013/9/1,實踐大學,應用外語學系,496
2013/9/1,實踐大學,應用外語學系,252
2013/9/1,實踐大學,應用外語學系英語溝通碩士班,9
2013/9/1,實踐大學,應用英語學系,409
2013/9/1,實踐大學,應用日文學系,215
2013/9/1,實踐大學,文化與創意學院學士班,74
2013/9/1,實踐大學,時尚設計學系,346
2013/9/1,實踐大學,時尚與媒體設計研究所,2
2013/9/1,實踐大學,時尚與媒體設計研究所(時尚服裝設計組),4
2013/9/1,實踐大學,時尚與媒體設計研究所(數位媒體設計組),9
2013/9/1,實踐大學,時尚與媒體設計研究所,7
2013/9/1,實踐大學,時尚與媒體設計研究所（時尚服裝數計組）,3
2013/9/1,實踐大學,時尚與媒體設計研究所（數位媒體設計組）,10
2013/9/1,實踐大學,媒體傳達設計學系(創新媒體設計組),194
2013/9/1,實踐大學,媒體傳達設計學系（數位3D動畫設計組）,202
2013/9/1,實踐大學,媒體傳達設計學系碩士班,29
2013/9/1,實踐大學,媒體傳達設計學系碩士在職專班,13
2013/9/1,實踐大學,工業產品設計學系,252
2013/9/1,實踐大學,工業產品設計學系碩士班,78
2013/9/1,實踐大學,工業產品設計學系碩士在職專班,40
2013/9/1,實踐大學,會計學系,465
2013/9/1,實踐大學,會計學系,155
2013/9/1,實踐大學,會計暨稅務學系,380
2013/9/1,實踐大學,企業管理學系,140
2013/9/1,實踐大學,企業管理學系(企業管理組),330
2013/9/1,實踐大學,企業管理學系(國際企業管理組),149
2013/9/1,實踐大學,企業管理學系,84
2013/9/1,實踐大學,企業管理學系（企業管理組）,67
2013/9/1,實踐大學,企業管理學系（時尚經營管理組）,84
2013/9/1,實踐大學,企業管理學系碩士班(企業管理組),35
2013/9/1,實踐大學,企業管理學系碩士班(國際企業管理組),21
2013/9/1,實踐大學,企業管理學系碩士在職專班,78
2013/9/1,實踐大學,國際企業管理學系,366
2013/9/1,實踐大學,國際企業管理學系,111
2013/9/1,實踐大學,國際貿易學系,366
2013/9/1,實踐大學,國際經營與貿易學系,476
2013/9/1,實踐大學,國際經營與貿易學系,201
2013/9/1,實踐大學,財務金融學系,471
2013/9/1,實踐大學,財務金融學系,179
2013/9/1,實踐大學,財務金融學系碩士班,19
2013/9/1,實踐大學,金融管理學系,411
2013/9/1,實踐大學,風險管理與保險學系,450
2013/9/1,實踐大學,風險管理與保險學系,128
2013/9/1,實踐大學,行銷管理學系,424
2013/9/1,實踐大學,管理學院創意產業博士班,4
2013/9/1,實踐大學,資訊科技與管理學系,450
2013/9/1,實踐大學,資訊科技與管理學系,21
2013/9/1,實踐大學,資訊科技與管理學系碩士班,21
2013/9/1,實踐大學,資訊科技與管理系碩士在職專班,5
2013/9/1,實踐大學,資訊管理學系,369
2013/9/1,實踐大學,資訊模擬與設計學系,425
2013/9/1,實踐大學,資訊科技與通訊學系,352
2013/9/1,實踐大學,建築設計學系,224
2013/9/1,實踐大學,建築設計學系碩士班,19
2013/9/1,實踐大學,食品營養與保健生技學系,498
2013/9/1,實踐大學,食品營養與保健生技學系,118
2013/9/1,實踐大學,食品營養與保健生技學系碩士班,28
2013/9/1,實踐大學,社會工作學系,457
2013/9/1,實踐大學,社會工作學系,166
2013/9/1,實踐大學,社會工作學系碩士班,34
2013/9/1,實踐大學,家庭研究與兒童發展學系,272
2013/9/1,實踐大學,家庭研究與兒童發展學系,275
2013/9/1,實踐大學,家庭研究與兒童發展學系家庭諮商與輔導碩士班,44
2013/9/1,實踐大學,家庭研究與兒童發展學系高齡家庭服務事業碩士在職專班,34
2013/9/1,實踐大學,餐飲管理學系,270
2013/9/1,實踐大學,餐飲管理學系,211
2013/9/1,實踐大學,觀光管理學系,703
